TIPO_PRODUTO;NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO
"MEDICAMENTO";" (VITAMINAS A )  +  ASSSOCIAC?ES";"25/04/2000";"SIMILAR";104540166;"01/04/2005";"250000254169821";"VITAMINAS E SUPLEMENTOS MINERAIS";"60874187000184 - DAIICHI SANKYO BRASIL FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" AC SALICILICO + AC BENZOICO + IODO";"19/05/2000";"SIMILAR";119350001;"01/05/2005";"2501017185899";"ANTIMICOTICOS PARA USO TOPICO";"63826069000199 - LABORATORIO FLORA DA AMAZONIA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" ALENDRONATO SODICO";"04/06/2001";"SIMILAR";100470305;"01/05/2006";"253510228050056";"SUPRESSORES DA REABSORCAO OSSEA";"61286647000116 - SANDOZ DO BRASIL IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" ARNICA MONTANA";"19/03/2002";"FITOTER?PICO";104730021;"01/03/2007";"2502500782199";"FITOTERAPICO SIMPLES";"92762277000170 - VIDORA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" ARNICA MONTANA L.";"01/07/2002";"FITOTER?PICO";131750004;"01/06/2007";"253510326310184";"FITOTERAPICO SIMPLES";"00925697000101 - LIMED LABORATORIO INDUSTRIAL DE MEDICAMENTOS LTDA ME";"CADUCO/CANCELADO";
"MEDICAMENTO";" BUPIVACAINA + EPINEFRINA";"07/06/2001";"SIMILAR";105530205;"01/05/2006";"250000075329505";"ANESTESICOS";"56998701000116 - ABBOTT LABORAT?RIOS DO BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" CETOCONAZOL";"23/10/2002";"SIMILAR";146950014;"01/10/2007";"253510076030228";"ANTIMICOTICO";"02195505000184 - LABORAT?RIO INDUSTRIAL E FARMAC?UTICO BUCAR LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" CLORETO DE CETILPIRIDINIO + BENZOCAINA";"25/04/2001";"SIMILAR";105830111;"01/12/2005";"2599201688669";"ANTINFECCIOSOS E ANTISSEPTICOS TOPICOS PARA OROFARINGE";"45992062000165 - GERMED FARMACEUTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" CLORETO DE SODIO";"18/04/2002";"SIMILAR";151700006;"01/04/2007";"253510328470111";"REIDRATANTES PARENTERAIS";"02281006000100 - ISOFARMA INDUSTRIAL FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" CLORIDRATO DE DOBUTAMINA  ( EQUIV. A 25 MG DE DOBUT. BASE)";"21/01/2002";"SIMILAR";120690008;"01/01/2012";"2502500315494";"DILUENTES E VEICULOS DE MEDICAMENTOS + OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR";"94869054000131 - LABORAT?RIOS LIBRA DO BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" DIPIRONA";"31/05/2001";"SIMILAR";140750001;"01/05/2006";"253510128230010";"ANALGESICOS";"86581949000148 - J. COUTINHO INDUSTRIA FARMACEUTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" EUCALYPTUS GLOBULUS  LABILL.";"05/08/2002";"FITOTER?PICO";121070001;"01/08/2007";"253510071820271";"FITOTERAPICO SIMPLES";"49345358000145 - APIS FLORA INDUSTRIAL  E COMERCIAL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" GINKGO BILOBA";"17/08/2001";"FITOTER?PICO";107740002;"01/08/2006";"253510045430119";"FITOTERAPICO SIMPLES";"92751965000134 - LABORAT?RIO CANGERI LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" HEPARINA + HIALURONIDASE + LIDOCAINA";"15/04/2002";"SIMILAR";101180040;"01/03/2003";"2599201125161";"ANTIVARICOSOS TOPICOS";"62462015000129 - APSEN FARMACEUTICA S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";" HYPERICUM PERFORATUM";"14/09/2001";"FITOTER?PICO";109980025;"01/09/2006";"253510075370114";"FITOTERAPICO SIMPLES";"46128948000128 - BRASKAP INDUSTRIA E COMERCIO S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";" HYPERICUM PERFORATUM L";"13/06/2001";"FITOTER?PICO";104730019;"01/06/2006";"2502500994499";"FITOTERAPICO SIMPLES";"92762277000170 - VIDORA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" IMUNOCIANINA";"12/09/2001";"NOVO";123610046;"01/09/2006";"253510025030115";"IMUNOMODULADOR";"64711500000114 - UCB BIOPHARMA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";" IODETO DE POTASSIO";"10/12/2001";"SIMILAR";126250086;"01/11/2006";"250000391939644";"EXPECTORANTES";"00394502007157 - LABORAT?RIO FARMAC?UTICO DA MARINHA";"CADUCO/CANCELADO";
"MEDICAMENTO";" IODETO DE POTASSIO";"21/11/2011";"SIMILAR";105710126;"01/09/2002";"2500100640272";"EXPECTORANTES";"18324343000177 - BELFAR LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" KAVA KAVA";"17/08/2001";"FITOTER?PICO";105770173;"01/08/2006";"250000208789960";"FITOTERAPICO SIMPLES";"47100862000150 - LABORATIL FARMACEUTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" METILDOPA";"05/06/2002";"SIMILAR";150300006;"01/05/2007";"253510406270162";"ANTI-HIPERTENSIVOS";"84307974000102 - FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI";"CADUCO/CANCELADO";
"MEDICAMENTO";" NISTATINA";"24/05/2002";"SIMILAR";116540021;"01/05/2007";"250000013409351";"ANTIMICOTICO";"54433057000103 - BIOFARMA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" RABEPRAZOL SODICO";"18/02/2002";"SIMILAR";105500142;"01/02/2007";"253510195910167";"ANTIULCEROSOS";"48396378000182 - UCI - FARMA IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" SULFATO DE AMICACINA";"02/08/1994";"SIMILAR";102350343;"01/06/2004";"250000016629247";"ANTIBIOTICOS SISTEMICOS SIMPLES";"57507378000365 - EMS S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";" TAMOXIFENO";"28/03/2001";"SIMILAR";123890033;"01/06/2003";"2500100216487";"ANTINEOPLASICO";"71699490000104 - PHARMACIA BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" TENOXICAM";"08/03/1996";"SIMILAR";101160130;"01/03/2006";"250000058409598";"ANTINFLAMATORIOS ANTIREUMATICOS";"33258450000138 - KNOLL PRODUTOS QUIMICOS E FARMACEUTICOS LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" TERBINAFINA";"31/05/1996";"SIMILAR";118610034;"01/05/2006";"250000197439518";"ANTIMICOTICO";"64088172000141 - ATIVUS FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";" VACINA CONTRA SARAMPO, CAXUMBA E RUBEOLA";"12/06/2002";"BIOL?GICO";100680871;"01/06/2006";"253510056180224";"VACINAS";"56994502000130 - NOVARTIS BIOCIENCIAS S.A";"CADUCO/CANCELADO";
"MEDICAMENTO";" VITAMINA C + ASSOCIA??ES";"27/06/2001";"SIMILAR";126090012;"01/06/2006";"250000058119913";"POLIVITAMINICOS COM MINERAIS";"05501937000164 - AMAZON ERVAS LABORAT?RIO BOT?NICO LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"1/6 Molar Halex Istar";"11/07/1979";"SIMILAR";103110127;"01/07/2004";"2599100822677";"ELETROLITOS SIMPLES";"01571702000198 - HALEX ISTAR IND?STRIA FARMAC?UTICA SA";"CADUCO/CANCELADO";
"MEDICAMENTO";"17-VALERATO DE BETAMETASONA + ACIDO SALICILICO";"11/03/1997";"NOVO";106750045;"01/03/2002";"250000115949649";"GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA";"63064653000154 - LABORAT?RIOS STIEFEL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"17-VALERATO DE BETAMETASONA+ASSOCIASSOES";"22/11/1999";"SIMILAR";104400101;"01/11/2004";"250000098559931";"GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA";"33173097000274 - CELLERA FARMAC?UTICA S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"21 - ACETATO DE DEXAMETAZONA VIT B1, VIT B6 E VIT B 12";"04/12/1997";"SIMILAR";115570020;"01/12/2002";"250000179689214";"ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS";"08939548000103 - INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"50 + multivitam?nico";"09/04/2003";"NOVO";139330017;"01/01/2008";"25351161417200269";"POLIVITAMINICOS COM MINERAIS";"01073371000166 - OTTOBONI COM?RCIO E IMPORTA??O LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"6 - COPENA";"11/10/1983";;102700125;"01/10/2003";"2599201865274";"ANTIEMETICOS E ANTINAUSEANTES";"61391769000172 - ARISTON INDUSTRIAS QUIMICAS E FARMACEUTICAS LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"A CURITYBINA";"23/04/2002";"SIMILAR";104970089;"01/11/2019";"2500100039423";"CERATOLITICOS E CERATOPLASTICOS";"60665981000118 - UNI?O QU?MICA FARMAC?UTICA NACIONAL S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"A SAUDE DA MULHER";"19/06/2000";"FITOTER?PICO";101430001;"01/01/2016";"2599200182623";"ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS";"33026055000120 - MEGALABS FARMACEUTICA S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"A SA?DE DA MULHER";"14/07/2004";"SIMILAR";105830361;"01/07/2014";"25351213644200287";"ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS";"45992062000165 - GERMED FARMACEUTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"A SA?DE DA MULHER";"26/03/2012";"NOVO";102351059;"01/07/2029";"25351668917201032";"ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS";"57507378000365 - EMS S/A";"V?LIDO";"EXTRATO FLUIDO DE CASCA DE LARANJA AMARGA +  EXTRATO FLUIDO DE PASSIFLORA ALATA +  SALICILATO DE S?DIO +  TINTURA AGONIADA PLUM?RIA"
"MEDICAMENTO";"A.F.B.M";"18/03/2002";"SIMILAR";105830001;"01/03/2007";"250000194869821";"POLIVITAMINICOS SEM MINERAIS";"45992062000165 - GERMED FARMACEUTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"AAS";"09/10/2002";"SIMILAR";120330021;"01/09/2007";"2599200416067";"ANALGESICOS NAO NARCOTICOS";"61099966000112 - SANOFI - SYNTHELABO FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"AAS";"13/08/2007";;113000995;"01/12/2019";"25351436179200684";"ANALGESICOS NAO NARCOTICOS";"02685377000157 - SANOFI-AVENTIS FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"AAS";"09/09/2019";"SIMILAR";183260386;"01/12/2029";"25351411966201938";"ANALGESICOS NAO NARCOTICOS";"10588595001092 - SANOFI MEDLEY FARMAC?UTICA LTDA.";"V?LIDO";"ACIDO ACETILSALICILICO"
"MEDICAMENTO";"AAS PROTECT";"20/11/2006";"SIMILAR";120330280;"01/09/2012";"25351353153200511";"ANTIAGREGANTE PLAQUETARIO";"61099966000112 - SANOFI - SYNTHELABO FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"AAS PROTECT";"25/06/2007";;113000991;"01/11/2021";"25351210265200740";"ANTIAGREGANTE PLAQUETARIO";"02685377000157 - SANOFI-AVENTIS FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"AAS PROTECT";"09/09/2019";"SIMILAR";183260387;"01/11/2026";"25351412012201942";"ANTIAGREGANTE PLAQUETARIO";"10588595001092 - SANOFI MEDLEY FARMAC?UTICA LTDA.";"V?LIDO";"?CIDO ACETILSALIC?LICO"
"MEDICAMENTO";"ABACICLOVIR";"28/12/2000";"SIMILAR";127480013;"01/12/2005";"253510066920051";"ANTIVIROTICOS";"38909503000157 - OPEM REPRESENTA??O IMPORTADORA EXPORTADORA E DISTRIBUIDORA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABBA";"25/03/2019";"SIMILAR";146820078;"01/03/2029";"25351385248201818";"AGENTES ANTINEOPL?SICOS";"05035244000123 - SUN FARMAC?UTICA DO BRASIL LTDA";"V?LIDO";"ACETATO DE ABIRATERONA"
"MEDICAMENTO";"ABBOT EFEDRINA";"25/07/1988";"SIMILAR";105530180;"01/07/2008";"2500100403485";"HIPERTENSOR";"56998701000116 - ABBOTT LABORAT?RIOS DO BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABBOTTRACURIUM";"29/04/1998";"SIMILAR";105530222;"01/04/2008";"250000004739824";"ANESTESICOS GERAIS INJETAVEIS";"56998701000116 - ABBOTT LABORAT?RIOS DO BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABC";"24/10/2005";"SIMILAR";106890153;"01/10/2025";"25351141033200572";"ANTIMICOTICOS PARA USO TOPICO";"92695691000103 - KLEY HERTZ FARMACEUTICA S.A";"V?LIDO";"CLOTRIMAZOL"
"MEDICAMENTO";"ABC PLUS";"09/02/2000";"SIMILAR";136310004;"01/02/2005";"250000111899973";"VITAMINAS E SUPLEMENTOS MINERAIS";"25104365000197 - TRANSCONTINENTAL TRADING LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABCALCIUM B12";"16/07/2001";"SIMILAR";144930020;"01/07/2016";"253510313270057";"VITAMINAS E SUPLEMENTOS MINERAIS";"01858973000129 - AIRELA IND?STRIA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABCIXIMAB";"07/04/1999";"SIMILAR";100630176;"01/04/2004";"250000064699870";"ANTICOAGULANTES";"33258401000103 - INSTITUTO BIOCHIMICO IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABCLER ABNAT";"07/06/2001";"SIMILAR";144930011;"01/06/2026";"253510001840168";"OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO";"01858973000129 - AIRELA IND?STRIA FARMAC?UTICA LTDA.";"V?LIDO";"BETA?NA +  CITRATO DE COLINA +  DL-METIONINA +  LEVOMETIONINA"
"MEDICAMENTO";"ABEDERIL";"21/06/2001";"SIMILAR";144930012;"01/06/2011";"253510001830103";"ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS";"01858973000129 - AIRELA IND?STRIA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABEDOSEC";"04/06/2001";"SIMILAR";144930008;"01/05/2011";"253510299100099";"ANTIULCEROSOS";"01858973000129 - AIRELA IND?STRIA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABELCET";"14/08/2001";"NOVO";100890257;"01/05/2014";"253510064320030";"ANTIMICOTICOS SISTEMICOS";"33069212000184 - MERCK S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABELCET";"11/05/2009";"NOVO";156260016;"01/05/2019";"25351699304200827";"ANTIMICOTICOS SISTEMICOS";"04748181000947 - LABORAT?RIOS BAG? DO BRASIL S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABELIA";"20/12/2010";"SIMILAR";113001101;"01/12/2015";"25351307110200906";"IMUNOMODULADOR";"02685377000157 - SANOFI-AVENTIS FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABEPOTEN";"27/06/2001";"SIMILAR";144930016;"01/06/2011";"253510313360048";"ANTI-HIPERTENSIVOS SIMPLES";"01858973000129 - AIRELA IND?STRIA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABERALGINA";"04/06/2001";"SIMILAR";144930010;"01/06/2026";"253510299080047";"ANALGESICOS NAO NARCOTICOS";"01858973000129 - AIRELA IND?STRIA FARMAC?UTICA LTDA.";"V?LIDO";"DIPIRONA"
"MEDICAMENTO";"ABFOR GERIN";"19/12/2000";"SIMILAR";144930001;"01/12/2005";"253510190420048";"VITAMINAS E SUPLEMENTOS MINERAIS";"01858973000129 - AIRELA IND?STRIA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABFOR GERIN";"26/06/2006";"ESPEC?FICO";144930051;"01/06/2016";"25351120125200608";"POLIVITAMINICOS COM MINERAIS";"01858973000129 - AIRELA IND?STRIA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABIDOR";"18/04/2001";"SIMILAR";144930004;"01/04/2016";"253510299060011";"ANALGESICOS";"01858973000129 - AIRELA IND?STRIA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABIFLAN";"11/04/2001";"SIMILAR";144930003;"01/04/2011";"253510299090018";"ANTINFLAMATORIOS";"01858973000129 - AIRELA IND?STRIA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABIFLAN";"04/06/2001";"SIMILAR";144930009;"01/06/2011";"253510313300061";"ANTINFLAMATORIOS";"01858973000129 - AIRELA IND?STRIA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABILIFY";"11/04/2003";"NOVO";101800279;"01/04/2018";"25351166429200280";"ANTIPSICOTICOS";"56998982000107 - BRISTOL-MYERS SQUIBB FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABINESIL";"23/12/2003";"SIMILAR";115600144;"01/12/2008";"25351208902200211";"ANTIDIABETICOS";"17562075000169 - CIFARMA CIENT?FICA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABLOK";"08/05/2000";"SIMILAR";109740100;"01/05/2025";"250000035789980";"BETABLOQUEADORES SIMPLES";"49475833000106 - BIOLAB SANUS FARMAC?UTICA LTDA";"V?LIDO";"ATENOLOL"
"MEDICAMENTO";"ABLOK PLUS";"29/06/1999";"SIMILAR";109740092;"01/06/2029";"250000209279973";"ANTI-HIPERTENSIVOS";"49475833000106 - BIOLAB SANUS FARMAC?UTICA LTDA";"V?LIDO";"ATENOLOL +  CLORTALIDONA"
"MEDICAMENTO";"ABOBORA D''ANTA";"31/10/1979";"FITOTER?PICO";102480001;"01/10/2004";"2599100596778";"FITOTERAPICO COMPOSTO";"02007074000185 - FLORA MEDICINAL J. MONTEIRO DA SILVA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABRENA";"22/07/2003";"SIMILAR";110330046;"01/07/2008";"25351006020200396";"DESCONGESTIONANTES NASAIS TOPICOS";"42493502000141 - SOCIEDADE FARMACEUTICA HENFER LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ABRETIA";"20/02/2017";"SIMILAR";103900192;"01/02/2027";"25351567981201697";"ANTIDEPRESSIVOS";"33349473000158 - FARMOQU?MICA S/A";"V?LIDO";"CLORIDRATO DE DULOXETINA"
"MEDICAMENTO";"ABRIFIT";"07/07/2014";"FITOTER?PICO";154230216;"01/07/2029";"25351356211201368";"EXPECTORANTES SIMPLES + FITOTERAPICO SIMPLES";"03485572000104 - GEOLAB IND?STRIA FARMAC?UTICA S/A";"V?LIDO";"HEDERA HELIX L."
"MEDICAMENTO";"ABRILAR";"12/05/2003";"FITOTER?PICO";103900141;"01/05/2028";"25351164045200222";"EXPECTORANTES + FITOTERAPICO SIMPLES";"33349473000158 - FARMOQU?MICA S/A";"V?LIDO";"HEDERA HELIX L."
"MEDICAMENTO";"ABSTEN S";"28/06/1996";"SIMILAR";101810283;"01/12/2014";"2599100631080";"ANOREXICOS SIMPLES";"50929710000179 - MEDLEY IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"AC ACETIL+ASSOC";"02/07/1999";"SIMILAR";105730270;"01/07/2004";"250000023889747";"ANALGESICOS NAO NARCOTICOS";"60659463002992 - ACH? LABORAT?RIOS FARMAC?UTICOS S.A";"CADUCO/CANCELADO";
"MEDICAMENTO";"AC ASCORBICO+CARBONATO DE MAGNESIO+CARB DE CALCIO+ LACT. FERROSO";"12/09/2001";"SIMILAR";110860049;"01/09/2006";"250000287069817";"VITAMINAS E SUPLEMENTOS MINERAIS";"75549436000133 - LASA IND?STRIA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"AC BENZOICO ASSOCIADO";"14/10/1997";"SIMILAR";102660049;"01/11/2001";"2500002277196";"ANTISSEPTICO";"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"AC. ACETIL SALICILICO + ASSOCIA??ES";"11/05/2000";"SIMILAR";109740105;"01/05/2005";"250000209219997";"ANALGESICOS NAO NARCOTICOS";"49475833000106 - BIOLAB SANUS FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"AC. ACETILSALICILICO+ASSOCIA??ES";"18/02/2000";"SIMILAR";104650233;"01/08/2004";"250000178049955";"ANTIACIDOS E ANTIULCEROSOS SIMPLES";"29785870000103 - LABORAT?RIO NEO QU?MICA COM?RCIO E IND?STRIA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"AC. ASCORBICO";"03/10/2001";"SIMILAR";100470344;"01/10/2006";"253510110580175";"VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS";"61286647000116 - SANDOZ DO BRASIL IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"AC. ASCORBICO + ASSOCIAC?ES";"25/04/2000";"SIMILAR";100020090;"01/04/2005";"250000115869963";"POLIVITAMINICOS COM MINERAIS";"29322013000169 - LABORAT?RIO  SEDABEL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"AC. GLUTAMICO + ASSOCIA??ES";"25/04/2001";"SIMILAR";108580225;"01/03/2006";"2500101149075";"PRODUTOS PARA DIETAS ESPECIAIS";"51603488000182 - PRODOTTI LABORAT?RIO FARMAC?UTICO LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACAFRAN";"23/03/2001";"FITOTER?PICO";104400021;"01/03/2004";"2599100920678";"COLAGOGOS E COLERETICOS";"33173097000274 - CELLERA FARMAC?UTICA S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACALKA";"07/02/2001";"SIMILAR";104440106;"01/02/2006";"253510195440004";"PRODUTOS PARA VIAS URINARIAS";"33145194000172 - LABORAT?RIO GROSS S. A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACALMIL";"07/01/2005";"FITOTER?PICO";106240231;"01/01/2015";"25351070459200372";"FITOTERAPICO COMPOSTO";"29333218000140 - IND?STRIA FARMAC?UTICA MILIAN LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACALMIL";"07/05/2012";;118190118;"01/01/2015";"25351357322201194";"FITOTERAPICO COMPOSTO";"92265552000140 - MULTILAB IND?STRIA E COM?RCIO DE PRODUTOS FARMAC?UTICOS LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACALMILFITO";"08/03/2021";"FITOTER?PICO";118190216;"01/03/2031";"25351963576202082";"ANSIOLITICOS-ASSOCIACOES MEDICAMENTOSAS + FITOTERAPICO COMPOSTO";"92265552000140 - MULTILAB IND?STRIA E COM?RCIO DE PRODUTOS FARMAC?UTICOS LTDA";"V?LIDO";"CRATAEGUS RHIPIDOPHYLLA GAND. +  PASSIFLORA INCARNATA L. +  VALERIANA OFFICINALIS L."
"MEDICAMENTO";"ACARSAN";"11/08/1984";"SIMILAR";112130350;"01/08/2018";"2599200343539";"ESCABICIDAS E OUTROS ECTOPARASITICIDAS";"53162095000106 - BIOSINT?TICA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACCERA";"06/06/2011";"SIMILAR";101810616;"01/06/2016";"25351718951201078";"ANTIGLAUCOMATOSOS";"50929710000179 - MEDLEY IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACCERA";"13/04/2015";;183260032;"01/06/2016";"25351697631201410";"ANTIGLAUCOMATOSOS";"10588595001092 - SANOFI MEDLEY FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACCOLATE";"03/07/2000";"NOVO";116180065;"01/02/2013";"250000413469696";"ANTIASMATICOS";"60318797000100 - ASTRAZENECA DO BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACCUPRIL";"20/06/2002";;102160087;"01/11/2013";"25351059566200340";"ANTI-HIPERTENSIVOS";"46070868003699 - LABORAT?RIOS PFIZER LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACCUVIT";"02/10/2002";"ESPEC?FICO";105730206;"01/03/2027";"2599100418277";"VITAMINAS E SUPLEMENTOS MINERAIS";"60659463002992 - ACH? LABORAT?RIOS FARMAC?UTICOS S.A";"V?LIDO";"ACETATO DE RACEALFATOCOFEROL +  BETACAROTENO +  OXIDO CUPRICO +  RIBOFLAVINA +  SELENATO DE S?DIO +  ?CIDO ASC?RBICO +  ?XIDO C?PRICO +  ?XIDO DE ZINCO"
"MEDICAMENTO";"ACEBROFILINA";"13/07/2001";"SIMILAR";108580230;"01/07/2016";"253510025840117";"BRONCODILATADORES";"51603488000182 - PRODOTTI LABORAT?RIO FARMAC?UTICO LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACEBROFILINA";"26/05/2004";"GEN?RICO";135690195;"01/05/2014";"25351061495200345";"BRONCODILATADORES";"00923140000131 - EMS SIGMA PHARMA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACEBROFILINA";"21/06/2004";"GEN?RICO";112130333;"01/06/2019";"25351010425200418";"BRONCODILATADORES";"53162095000106 - BIOSINT?TICA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACEBROFILINA";"23/09/2004";"GEN?RICO";101810476;"01/09/2019";"25351046975200467";"BRONCODILATADORES";"50929710000179 - MEDLEY IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACEBROFILINA";"12/08/2005";"GEN?RICO";104650418;"01/08/2010";"25351093385200512";"BRONCODILATADORES";"29785870000103 - LABORAT?RIO NEO QU?MICA COM?RCIO E IND?STRIA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ACEBROFILINA";"24/08/2005";"GEN?RICO";104971318;"01/08/2020";"25351250180200532";"EXPECTORANTES";"60665981000118 - UNI?O QU?MICA FARMAC?UTICA NACIONAL S/A";"CADUCO/CANCELADO";
